,0,1,2,3,4,5,6,7,8
0,0.0,16.0,29.0,42.0,59.0,79.0,17.26256366740254,15.322020493823683,19.203106840981395
1,0.0,13.0,34.0,46.0,61.0,75.0,14.230259746348475,11.540382237288767,16.920137255408182
2,0.0,0.0,11.0,25.0,44.0,62.0,8.943649400501508,6.7429833566734905,11.144315444329525
3,0.0,0.0,10.0,32.0,52.0,72.0,13.34319367463146,11.32923220398343,15.357155145279489
4,0.0,11.0,25.0,41.0,55.0,71.0,15.026579932059741,12.764623752949905,17.288536111169577
5,0.0,3.0,23.0,40.0,52.0,73.0,11.471969896754334,9.07322121777857,13.870718575730098
6,0.0,9.0,25.0,37.0,55.0,73.0,16.101825995237398,14.059439108601646,18.144212881873152
7,0.0,6.0,23.0,37.0,53.0,71.0,14.241535363305704,11.995140426856207,16.487930299755202
8,0.0,0.0,11.0,33.0,54.0,77.0,17.033734799712374,15.038146730079083,19.029322869345666
9,5.0,25.0,42.0,53.0,65.0,80.0,14.954860622183281,12.974670255216868,16.935050989149694
10,0.0,10.0,20.0,35.0,47.0,65.0,10.908839109550005,8.50422540812074,13.31345281097927
11,0.0,14.0,32.0,46.0,63.0,74.0,15.377648239810288,12.258916263481357,18.49638021613922
12,0.0,13.0,30.0,43.0,56.0,70.0,11.945207228476097,9.286575852283145,14.603838604669049
13,0.0,0.0,17.0,36.0,50.0,73.0,14.054114113698537,12.457309619106434,15.65091860829064
14,0.0,1.0,21.0,36.0,55.0,69.0,12.81307238918107,10.195016854129815,15.431127924232324
15,0.0,0.0,11.0,30.0,49.0,66.0,12.54807378055684,10.190509439781167,14.905638121332512
16,0.0,0.0,12.0,26.0,50.0,70.0,13.931483309381374,11.47167731496716,16.39128930379559
17,0.0,2.0,17.0,34.0,52.0,68.0,11.330207722286925,9.455635130266252,13.204780314307598
18,0.0,9.0,30.0,41.0,61.0,74.0,13.839088449396133,11.781084283353852,15.897092615438414
19,0.0,10.0,21.0,49.0,60.0,78.0,15.607655134279398,13.790561832115797,17.424748436442997
20,2.0,21.0,34.0,46.0,61.0,74.0,14.569462860174701,11.821594197440165,17.31733152290924
21,0.0,0.0,9.0,24.0,45.0,68.0,11.23718298186904,9.24967627894014,13.22468968479794
22,0.0,8.0,28.0,37.0,54.0,71.0,11.223535930684099,8.340050349788374,14.107021511579823
23,0.0,0.0,10.0,34.0,46.0,64.0,14.504894678321563,12.124907257317304,16.88488209932582
24,0.0,6.0,19.0,38.0,51.0,72.0,13.509531269527196,10.944097470119882,16.07496506893451
25,0.0,0.0,8.0,28.0,42.0,62.0,10.926641225188456,9.3056796422442,12.547602808132712
26,0.0,16.0,31.0,39.0,57.0,69.0,11.208099701457968,9.515489478876457,12.900709924039479
27,0.0,11.0,29.0,41.0,61.0,75.0,13.805873063559451,11.135337784598544,16.476408342520358
28,0.0,0.0,22.0,33.0,54.0,73.0,13.62705338328999,11.238976189762415,16.015130576817565
29,6.0,24.0,34.0,45.0,64.0,71.0,12.089466274011343,9.097142197575986,15.0817903504467
30,0.0,5.0,23.0,41.0,54.0,72.0,13.722447536975604,11.738025571661952,15.706869502289257
31,0.0,15.0,32.0,49.0,59.0,74.0,17.361663001229402,14.849657076261852,19.873668926196952
32,0.0,8.0,25.0,44.0,58.0,71.0,15.38915725015374,12.957415865660414,17.82089863464707
33,0.0,0.0,18.0,36.0,55.0,75.0,15.885897659352514,13.622838737234074,18.148956581470955
34,0.0,2.0,25.0,43.0,58.0,70.0,13.265830729991615,11.410221748439433,15.121439711543797
35,0.0,14.0,34.0,47.0,64.0,74.0,16.223808147335973,14.428722397512516,18.01889389715943
36,0.0,11.0,31.0,46.0,58.0,79.0,18.696304421261097,16.466901258581384,20.92570758394081
37,0.0,12.0,29.0,52.0,66.0,79.0,17.63187682193205,15.924501487065546,19.33925215679855
38,0.0,7.0,30.0,45.0,64.0,76.0,15.21608893065653,13.60604786277399,16.826129998539074
39,0.0,8.0,24.0,38.0,54.0,71.0,12.126186668838812,9.114558235227733,15.137815102449892
40,0.0,2.0,20.0,40.0,54.0,66.0,11.791811207506502,8.648229028855331,14.935393386157672
41,0.0,5.0,20.0,33.0,53.0,68.0,11.586625096276773,9.763446281678053,13.409803910875493
42,0.0,3.0,20.0,33.0,48.0,72.0,15.459834099598703,13.428212400742181,17.491455798455227
43,3.0,20.0,32.0,52.0,64.0,76.0,15.328999967252361,13.059317847677365,17.598682086827356
44,0.0,3.0,20.0,39.0,58.0,76.0,15.563783319215144,12.526553003279153,18.601013635151133
45,0.0,0.0,21.0,38.0,59.0,80.0,17.61610641935311,15.747102497092492,19.485110341613726
46,0.0,0.0,11.0,36.0,53.0,72.0,14.417663159505357,12.40553926508499,16.429787053925725
47,0.0,0.0,11.0,33.0,54.0,73.0,14.352136614207263,11.300381750358069,17.403891478056458
48,0.0,4.0,22.0,36.0,53.0,68.0,11.891878785844645,8.939954008287618,14.843803563401671
49,0.0,6.0,25.0,40.0,62.0,75.0,15.10809403051176,12.126950398330957,18.089237662692565
50,0.0,14.0,26.0,45.0,64.0,79.0,16.204483200150793,14.360444402685372,18.048521997616216
51,0.0,0.0,10.0,27.0,46.0,64.0,9.865069136241939,7.806827109313252,11.923311163170625
52,0.0,13.0,33.0,46.0,62.0,72.0,13.431211293825644,11.208646380467925,15.653776207183363
53,0.0,2.0,18.0,36.0,51.0,70.0,12.575939853956289,10.532652874245057,14.61922683366752
54,0.0,13.0,27.0,42.0,54.0,72.0,14.99260445024512,13.707617867676051,16.277591032814186
55,0.0,3.0,18.0,36.0,54.0,75.0,15.624402025770674,13.568826763152776,17.67997728838857
56,0.0,1.0,26.0,44.0,59.0,73.0,15.690768525620465,13.477217871410733,17.904319179830196
57,0.0,8.0,21.0,45.0,62.0,75.0,16.01282285921463,13.2562317056709,18.76941401275836
58,0.0,3.0,16.0,36.0,49.0,71.0,12.217113476872667,9.751568701346441,14.682658252398893
59,9.0,25.0,40.0,54.0,65.0,78.0,17.987420225037365,15.738061060938247,20.236779389136483
60,0.0,11.0,20.0,39.0,57.0,79.0,16.818807003580115,14.491338716359841,19.14627529080039
61,0.0,9.0,29.0,45.0,58.0,74.0,13.822377034343898,11.158332438574973,16.486421630112822
62,0.0,9.0,30.0,56.0,65.0,81.0,17.056440262004763,14.593785261379505,19.51909526263002
63,0.0,6.0,21.0,35.0,48.0,66.0,10.11929629959402,7.866330997995769,12.37226160119227
64,0.0,0.0,3.0,21.0,37.0,58.0,6.079167926623138,4.020680209336154,8.137655643910122
65,0.0,0.0,14.0,31.0,48.0,70.0,14.457518772118084,12.073210144648868,16.8418273995873
66,0.0,7.0,25.0,40.0,55.0,80.0,17.01737851568127,14.483860034083094,19.550896997279445
67,1.0,12.0,32.0,46.0,63.0,78.0,14.884872479173563,12.246615712416704,17.523129245930424
68,0.0,8.0,25.0,41.0,57.0,71.0,13.540347712713631,11.121532735353115,15.959162690074146
69,0.0,0.0,21.0,35.0,55.0,72.0,13.763756878719525,10.321154811224863,17.206358946214188
70,0.0,8.0,28.0,39.0,58.0,69.0,13.023314524502956,10.768838653606284,15.277790395399627
71,0.0,0.0,15.0,35.0,53.0,75.0,17.68695218574293,14.704319919756948,20.66958445172891
72,0.0,2.0,19.0,36.0,56.0,69.0,16.383411199131263,13.89683796486109,18.869984433401434
73,0.0,2.0,25.0,43.0,56.0,70.0,15.666553676032024,12.782790929832966,18.55031642223108
74,0.0,2.0,16.0,44.0,61.0,71.0,11.541073754916622,9.636211526288392,13.445935983544853
75,0.0,16.0,30.0,47.0,66.0,76.0,15.340757643688201,12.98037465553146,17.701140631844943
76,0.0,11.0,29.0,46.0,67.0,77.0,15.72671535529398,12.970337170217844,18.483093540370113
77,4.0,20.0,34.0,48.0,72.0,79.0,14.132159608346067,12.218059594630176,16.046259622061957
78,0.0,20.0,32.0,48.0,61.0,75.0,16.340312110752784,14.59094051438592,18.089683707119647
79,0.0,0.0,13.0,36.0,55.0,71.0,13.200974720799582,10.50092082276042,15.901028618838744
80,0.0,3.0,17.0,39.0,59.0,78.0,15.621210044795797,13.67697097324516,17.565449116346432
81,0.0,0.0,7.0,25.0,44.0,68.0,16.067218558333956,12.934650531080976,19.199786585586935
82,0.0,0.0,11.0,32.0,49.0,70.0,10.751979910474736,8.53238786658734,12.971571954362132
83,0.0,2.0,17.0,41.0,54.0,72.0,12.403638634841386,9.818461539999458,14.988815729683314
84,0.0,5.0,20.0,35.0,55.0,74.0,13.517960106007086,11.430967372470917,15.604952839543255
85,0.0,7.0,26.0,46.0,55.0,71.0,14.762472505930498,11.679851892453293,17.845093119407704
86,0.0,11.0,28.0,46.0,69.0,82.0,20.893558859638382,18.297284863255047,23.489832856021717
87,0.0,3.0,28.0,51.0,62.0,75.0,13.461386384905671,11.153008850399708,15.769763919411634
88,0.0,0.0,9.0,23.0,47.0,67.0,9.532135218035673,7.423537879816906,11.640732556254441
89,0.0,15.0,34.0,54.0,67.0,79.0,16.27894773441991,13.466675332740586,19.09122013609923
90,11.0,22.0,31.0,45.0,57.0,69.0,13.685341094228557,11.255211665883877,16.115470522573236
91,0.0,0.0,6.0,25.0,52.0,77.0,16.31817317772738,13.932317712646457,18.704028642808307
92,0.0,5.0,20.0,40.0,54.0,72.0,14.482292228353163,12.04289137374087,16.921693082965458
93,0.0,1.0,17.0,32.0,45.0,66.0,10.913574425215657,8.818003098438268,13.009145751993046
94,0.0,11.0,27.0,44.0,54.0,76.0,14.934891985008695,12.466290122107932,17.40349384790946
95,0.0,0.0,16.0,32.0,51.0,66.0,13.389751018082752,11.336426033219018,15.443076002946485
96,0.0,2.0,15.0,34.0,53.0,68.0,13.88219641467182,11.051600685135877,16.712792144207764
97,0.0,0.0,10.0,35.0,54.0,74.0,14.16915490225604,11.58640480509043,16.75190499942165
98,0.0,12.0,31.0,48.0,62.0,82.0,20.654336645047472,18.094161054547968,23.214512235546977
99,0.0,9.0,30.0,46.0,60.0,77.0,14.855833466049305,12.380804891706614,17.330862040391995
100,0.0,2.0,21.0,36.0,52.0,66.0,10.943882295435262,8.767459673797827,13.120304917072698
101,0.0,0.0,14.0,26.0,42.0,59.0,8.510417597583444,6.10684538065597,10.91398981451092
102,0.0,0.0,6.0,26.0,46.0,67.0,12.232504360842976,9.960114365330078,14.504894356355873
103,0.0,7.0,18.0,31.0,49.0,71.0,13.603288297955359,11.12702313578344,16.07955346012728
104,0.0,11.0,24.0,41.0,58.0,73.0,12.761919056326295,9.7562290549606,15.76760905769199
105,0.0,12.0,28.0,45.0,58.0,75.0,14.941851685661367,12.780278907714585,17.10342446360815
106,0.0,0.0,6.0,28.0,51.0,70.0,14.996366678737266,12.889596571876602,17.10313678559793
107,0.0,12.0,27.0,39.0,54.0,74.0,13.763716915351091,11.521817597907315,16.005616232794868
108,0.0,2.0,13.0,28.0,44.0,67.0,12.50609659108494,10.225395065622175,14.786798116547706
109,0.0,0.0,13.0,32.0,46.0,63.0,11.129561891916412,9.190557204740664,13.06856657909216
110,0.0,7.0,29.0,36.0,52.0,73.0,13.079745030677227,10.43885019664878,15.720639864705674
111,0.0,18.0,34.0,48.0,62.0,77.0,15.902078759812536,13.03137793619193,18.77277958343314
112,0.0,6.0,26.0,43.0,61.0,73.0,13.684824659893147,11.644201304484332,15.725448015301962
113,0.0,9.0,27.0,38.0,56.0,71.0,13.705871545962669,11.340758944444701,16.070984147480637
114,0.0,0.0,15.0,33.0,52.0,77.0,17.518743548687887,15.631461467037921,19.406025630337854
115,0.0,4.0,24.0,45.0,61.0,80.0,15.77888598179577,12.862636011698307,18.695135951893235
116,0.0,0.0,3.0,20.0,44.0,73.0,15.957592836713332,13.128752882334785,18.786432791091876
117,0.0,0.0,18.0,37.0,62.0,77.0,16.557735744843814,13.885562362229075,19.229909127458555
118,7.0,22.0,31.0,41.0,59.0,73.0,14.078941044623928,12.130358301200694,16.027523788047162
119,6.0,18.0,33.0,43.0,60.0,78.0,16.89674530755229,14.801135916352811,18.992354698751768
120,0.0,9.0,22.0,39.0,59.0,77.0,16.462034673169732,14.251697581488823,18.67237176485064
121,0.0,3.0,21.0,40.0,63.0,78.0,14.563697230811622,12.85044383463837,16.276950626984874
122,0.0,11.0,23.0,44.0,57.0,73.0,14.013202983169927,12.04335162877413,15.983054337565726
123,0.0,7.0,20.0,32.0,52.0,74.0,13.760088437712023,11.216649021492879,16.303527853931165
124,0.0,0.0,2.0,23.0,47.0,67.0,14.448527228420414,12.066360600663568,16.83069385617726
125,4.0,25.0,34.0,42.0,54.0,68.0,12.948108706368703,11.11319550012399,14.783021912613417
126,0.0,9.0,29.0,49.0,63.0,73.0,14.797694126682874,13.036240116231008,16.55914813713474
127,0.0,4.0,22.0,41.0,52.0,75.0,15.395392617510044,13.180307171417773,17.610478063602315
128,0.0,8.0,23.0,46.0,61.0,79.0,16.69534890380921,13.665330505722995,19.725367301895428
129,0.0,8.0,27.0,38.0,55.0,71.0,13.82536570057303,11.991179827487818,15.659551573658243
130,0.0,2.0,22.0,38.0,51.0,61.0,8.723037329261345,6.398084106527005,11.047990551995685
131,0.0,0.0,9.0,30.0,53.0,68.0,12.398254784127078,10.143353349457719,14.653156218796436
132,0.0,15.0,27.0,43.0,53.0,76.0,15.181716275658312,13.099513762230306,17.26391878908632
133,0.0,0.0,16.0,28.0,47.0,69.0,12.369438085861628,10.307789374817432,14.431086796905824
134,0.0,8.0,25.0,45.0,57.0,75.0,14.139133033392373,11.938807235672488,16.339458831112257
135,0.0,0.0,15.0,30.0,49.0,72.0,13.260071952251504,11.07403517341961,15.446108731083399
136,0.0,1.0,23.0,41.0,58.0,72.0,13.083368954839846,10.852227916866276,15.314509992813417
137,0.0,7.0,33.0,51.0,66.0,78.0,17.103375737378702,14.501772252916222,19.70497922184118
138,0.0,0.0,10.0,27.0,51.0,76.0,16.855395049505507,14.836666630199176,18.874123468811838
139,0.0,16.0,31.0,48.0,58.0,72.0,14.472190381380269,12.12758842929235,16.816792333468186
140,3.0,12.0,29.0,48.0,56.0,75.0,17.097575475169528,14.614935712343847,19.58021523799521
141,0.0,3.0,27.0,44.0,58.0,78.0,16.45120264180609,13.519395177571786,19.383010106040395
142,0.0,2.0,23.0,45.0,57.0,72.0,12.796537570432074,10.24540449443489,15.347670646429258
143,0.0,11.0,27.0,44.0,64.0,77.0,15.147286559804746,12.527596136090171,17.76697698351932
144,0.0,0.0,6.0,20.0,41.0,68.0,11.738269389687186,9.105270602700147,14.371268176674226
145,0.0,0.0,15.0,34.0,55.0,73.0,15.196794848880113,12.674613658074264,17.718976039685963
146,0.0,0.0,16.0,43.0,58.0,75.0,14.428020442879182,12.022279610561977,16.833761275196387
147,0.0,15.0,25.0,48.0,59.0,76.0,18.07898522137681,15.20046097621505,20.957509466538575
148,0.0,5.0,27.0,42.0,55.0,75.0,17.242853103274207,14.295088846781063,20.19061735976735
149,0.0,0.0,14.0,36.0,55.0,68.0,12.496015747109281,10.103215013016966,14.888816481201596
150,0.0,3.0,25.0,44.0,57.0,71.0,15.421084440038893,13.617419715412307,17.22474916466548
151,0.0,0.0,16.0,29.0,56.0,75.0,15.098761427767968,13.212817820392972,16.984705035142962
152,0.0,4.0,20.0,33.0,54.0,78.0,17.143525825097644,14.712503695266152,19.574547954929137
153,0.0,6.0,24.0,38.0,55.0,68.0,13.48809828889558,10.791739197913223,16.184457379877937
154,0.0,8.0,27.0,46.0,61.0,71.0,13.34549089622379,10.941000550759505,15.749981241688076
155,5.0,19.0,32.0,48.0,60.0,79.0,15.90416720860988,13.345110857578938,18.463223559640824
156,0.0,3.0,18.0,38.0,63.0,77.0,16.422848906517636,13.577181906974358,19.268515906060916
157,0.0,14.0,30.0,44.0,60.0,70.0,12.409625232293578,10.25857365215487,14.560676812432286
158,0.0,2.0,20.0,39.0,55.0,73.0,14.677423819907165,11.910067985038715,17.444779654775616
159,0.0,1.0,16.0,27.0,51.0,69.0,14.037290784452164,11.814712314497147,16.25986925440718
160,0.0,4.0,23.0,35.0,55.0,67.0,12.511001108132422,9.56749549541338,15.454506720851464
161,0.0,3.0,14.0,32.0,58.0,76.0,17.60122523500288,15.62128103337399,19.581169436631768
162,0.0,0.0,11.0,31.0,43.0,63.0,11.356103781166231,8.61668847926387,14.095519083068593
163,0.0,0.0,16.0,38.0,57.0,72.0,13.665878193497559,11.277838374858487,16.05391801213663
164,0.0,5.0,25.0,43.0,58.0,77.0,13.550165974806102,11.139410721243248,15.960921228368957
165,0.0,0.0,6.0,27.0,48.0,64.0,10.659091064574033,8.88066406442982,12.437518064718248
166,0.0,14.0,28.0,48.0,61.0,73.0,14.074038561758167,12.34427179800789,15.803805325508444
167,0.0,2.0,23.0,34.0,55.0,76.0,16.317207885024917,14.553672489250754,18.08074328079908
168,0.0,5.0,17.0,34.0,52.0,73.0,14.887283838326061,12.777593301224082,16.996974375428042
169,0.0,8.0,25.0,41.0,57.0,74.0,16.265078999956685,14.64584616294952,17.884311836963853
170,0.0,4.0,29.0,50.0,67.0,79.0,18.567255341849517,16.435579744096763,20.69893093960227
171,0.0,0.0,20.0,37.0,51.0,70.0,11.891542186793135,9.623966303662954,14.159118069923316
172,0.0,12.0,29.0,51.0,66.0,79.0,17.402292530802278,15.649313747202942,19.155271314401613
173,0.0,5.0,21.0,40.0,52.0,69.0,11.284922646803306,9.055786742504566,13.514058551102046
174,0.0,7.0,29.0,44.0,62.0,74.0,13.262126904997672,10.578945987707169,15.945307822288175
175,0.0,10.0,30.0,40.0,56.0,70.0,12.189267000425739,10.18719418464131,14.191339816210167
176,0.0,0.0,11.0,31.0,53.0,72.0,14.695946268444299,12.73768624044987,16.65420629643873
177,0.0,1.0,14.0,28.0,54.0,66.0,10.694904808168662,8.521312667461448,12.868496948875876
178,0.0,0.0,15.0,32.0,50.0,75.0,13.281028160691326,10.959650292426293,15.60240602895636
179,4.0,20.0,33.0,40.0,56.0,72.0,16.135821277762446,13.31174717102175,18.95989538450314
180,0.0,2.0,18.0,30.0,45.0,68.0,11.473131435872507,9.233701708239646,13.712561163505367
181,0.0,3.0,20.0,34.0,52.0,69.0,13.337563590744669,10.788139631325425,15.886987550163912
182,0.0,0.0,14.0,35.0,55.0,71.0,14.186225663231085,12.149780333240738,16.22267099322143
183,0.0,7.0,22.0,40.0,54.0,72.0,14.206180570429307,11.7025560658737,16.709805074984914
184,0.0,0.0,9.0,25.0,51.0,68.0,10.85952342187392,8.169309422706146,13.549737421041694
185,4.0,26.0,32.0,48.0,58.0,72.0,14.859471181871871,12.39658526830182,17.322357095441923
186,0.0,0.0,5.0,31.0,53.0,73.0,14.612798825421432,12.184927992598531,17.040669658244333
187,0.0,0.0,17.0,35.0,58.0,74.0,16.966370574495006,15.106384185337593,18.82635696365242
188,0.0,0.0,16.0,30.0,46.0,68.0,13.686241960659439,11.627013294843493,15.745470626475385
189,0.0,7.0,15.0,30.0,44.0,60.0,8.638517992865165,6.791459697255145,10.485576288475183
190,0.0,0.0,10.0,26.0,44.0,73.0,12.403221318855207,10.682541477355533,14.123901160354881
191,0.0,0.0,16.0,33.0,54.0,75.0,13.659716661167376,11.381344472230756,15.938088850103997
192,0.0,0.0,24.0,37.0,60.0,71.0,12.702110143106712,9.785534097688014,15.618686188525409
193,0.0,3.0,21.0,44.0,60.0,76.0,16.816578028217823,13.633930933500084,19.99922512293556
194,0.0,0.0,9.0,36.0,55.0,75.0,14.410313452497908,11.86261367263148,16.958013232364337
195,0.0,8.0,26.0,46.0,62.0,77.0,16.04655080112297,13.537244773447895,18.555856828798042
196,0.0,0.0,14.0,29.0,48.0,70.0,13.150880628093494,11.12571947131121,15.176041784875778
197,0.0,5.0,20.0,35.0,58.0,75.0,13.975989804464476,12.011460574683205,15.940519034245746
198,0.0,6.0,22.0,37.0,58.0,73.0,14.105418777351797,10.84118119231363,17.369656362389964
199,0.0,9.0,27.0,44.0,57.0,77.0,14.357113228969686,12.423323923901897,16.290902534037475
