,0,1,2,3,4,5,6,7,8
163,0.0,7.0,32.0,46.0,60.0,78.0,15.840086499025658,14.04333241343751,17.636840584613807
164,0.0,0.0,16.0,38.0,52.0,75.0,15.847301916887028,14.079941375378443,17.614662458395614
165,0.0,11.0,26.0,42.0,67.0,79.0,17.18664337002324,15.055252426551213,19.318034313495268
166,0.0,5.0,21.0,39.0,55.0,73.0,15.143261460847368,12.92620777067066,17.360315151024075
167,0.0,8.0,20.0,41.0,61.0,77.0,14.876118184048842,12.877155750063112,16.87508061803457
168,0.0,8.0,18.0,40.0,58.0,73.0,13.15035361262472,11.428651720654793,14.872055504594647
169,0.0,11.0,26.0,39.0,59.0,73.0,14.66403647852721,13.003054454274517,16.325018502779905
170,0.0,12.0,26.0,37.0,63.0,76.0,16.20644999436414,14.199377181367376,18.213522807360903
171,0.0,3.0,22.0,35.0,52.0,72.0,14.184242115958652,12.56308939699179,15.805394834925513
172,0.0,0.0,18.0,32.0,46.0,67.0,13.185394424749651,11.458999196064964,14.911789653434338
173,0.0,0.0,12.0,34.0,47.0,69.0,13.44629609430609,11.99924284795245,14.89334934065973
174,0.0,11.0,30.0,46.0,63.0,77.0,14.068119988203192,12.085341639494187,16.050898336912194
175,0.0,0.0,19.0,34.0,48.0,73.0,15.024329719121981,12.56891670872606,17.479742729517902
176,0.0,16.0,33.0,49.0,66.0,76.0,16.721662719301964,14.798780532586969,18.64454490601696
177,0.0,0.0,13.0,31.0,45.0,66.0,12.141093794901227,10.620210729297513,13.661976860504941
178,0.0,0.0,22.0,42.0,58.0,80.0,17.768697320644673,16.052551562275955,19.48484307901339
179,0.0,13.0,32.0,49.0,55.0,75.0,15.953787795025736,14.686471472893896,17.221104117157576
180,0.0,4.0,29.0,49.0,64.0,75.0,16.889650825817327,15.41487850901828,18.364423142616374
181,0.0,2.0,25.0,41.0,58.0,74.0,17.893896078019022,15.741255646292128,20.046536509745916
182,0.0,0.0,12.0,36.0,56.0,75.0,14.630927748941426,12.629150879581122,16.63270461830173
183,0.0,0.0,2.0,33.0,46.0,71.0,12.896390021935582,10.719724891359279,15.073055152511886
184,0.0,21.0,37.0,44.0,61.0,76.0,15.84860591624243,13.582746244321292,18.11446558816357
185,0.0,12.0,25.0,47.0,62.0,76.0,15.746777077452654,13.85702238911957,17.63653176578574
186,0.0,0.0,20.0,33.0,50.0,70.0,13.48326435114845,11.745853047654084,15.220675654642815
187,0.0,0.0,12.0,32.0,49.0,69.0,12.276838701616006,10.656818542729658,13.896858860502354
188,0.0,8.0,20.0,40.0,56.0,72.0,13.338841082276826,11.428006818421252,15.249675346132399
189,0.0,6.0,21.0,41.0,59.0,75.0,13.862623536813908,11.887497143150824,15.837749930476992
190,0.0,0.0,20.0,37.0,54.0,77.0,15.979076380464486,14.390084151945652,17.568068608983317
191,0.0,8.0,27.0,42.0,53.0,73.0,11.689420162210412,9.585966789594764,13.792873534826061
192,0.0,0.0,7.0,30.0,56.0,77.0,15.305822207888074,13.465197752666846,17.1464466631093
193,0.0,2.0,24.0,44.0,59.0,75.0,14.8138178966572,13.194101321363465,16.433534471950935
194,0.0,5.0,24.0,43.0,62.0,75.0,14.175525008463921,12.151425542204619,16.199624474723226
195,0.0,5.0,23.0,37.0,50.0,71.0,12.21251006311139,10.16786416006795,14.25715596615483
196,0.0,14.0,30.0,39.0,57.0,71.0,15.449801877501853,13.279077786772508,17.6205259682312
197,0.0,0.0,13.0,36.0,56.0,70.0,13.84712884887293,11.589355368644735,16.104902329101126
198,0.0,14.0,33.0,42.0,55.0,71.0,12.407350852531847,10.355057501808353,14.45964420325534
199,0.0,0.0,3.0,25.0,44.0,62.0,9.406168278580557,7.6808539655034505,11.131482591657663
